                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     100                                     1315                  1.0000000000000000E+000                  2.0000000000000000E-002                  5.0751632296941569E+006                  2.0874900897862079E-004                  6.2119901087557455E+003                  1.4637888994859937E+001                  3.3077794904917979E+000                  1.0149884432149083E+001                  1.0000000000000000E-099                  1.0000000000000000E-099                  9.8010537271101128E-001                  5.4461104181393742E-005                  9.6491163712055187E-003                  4.0012655803890263E-003                  2.0994599496981514E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  5.5225451884745091E-001                  1.0417795886874044E-003                  4.2663691562201755E-001                  2.2843211485722155E-003                  3.2409990323565472E-003                  8.3516815277038976E-003                  2.0994599496977000E-003                  1.6278520888898290E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9999999871588807E-001                  3.3058318968825362E+000                  9.9999999797645900E-001                  3.3047508022758310E+000                  6.0233541203008899E+004                  4.8480215260546521E+005                  6.8315861689561105E+008                  4.4366840496307445E+000                  4.4366840496307436E+000                  1.8729086236736713E-025                  3.0071499719325395E-001                  5.0000000000000000E+001                  1.0000000000000000E+003                  1.6016276239597006E+014                                    11701                               "gfortran"                                  "8.3.0"        "x86_64-osx-10.10-10.14-20190503"                               "20190726" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                   radius                                  eps_nuc                           log_L_div_Ledd                        log_Lrad_div_Ledd                             conv_L_div_L                       engulfment_heating 
                                       1                  1.0000000000000000E+000                  5.1953655007802457E-001                  3.7932426683571578E+000                 -7.6675167727822515E+000                  3.9307872476970425E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.3077794904917979E+000                  3.1537974204433163E-027                 -3.6567994500103707E+000                 -3.6567994490691857E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       2                  9.9999999999949996E-001                  5.1953641905731729E-001                  3.7932665005251400E+000                 -7.6673503129162315E+000                  3.9309777457581343E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.3077784925801015E+000                  3.1550066358248067E-027                 -3.6567994493909892E+000                 -3.6567994490691857E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       3                  9.9999999999899991E-001                  5.1953628808669949E-001                  3.7933082299147558E+000                 -7.6670592324552338E+000                  3.9313109168334868E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.3077774950502099E+000                  3.1571222477203975E-027                 -3.6564553507233573E+000                 -3.6564284158397746E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       4                  9.9999999999774991E-001                  5.1953596087901721E-001                  3.7933679302185905E+000                 -7.6666439337052106E+000                  3.9317864340047319E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                  3.3077750028937469E+000                  3.1601431511558604E-027                 -3.6555946010875142E+000                 -3.6555943133149822E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       5                  9.9999999999649980E-001                  5.1953563398334346E-001                  3.7934576063311196E+000                 -7.6660220875015836E+000                  3.9324987371035980E+000                  7.0000000000000007E-001                  2.8000000000000003E-001                  1.9999999999999907E-002                  3.3077725131155522E+000                  3.1646718965924626E-027                 -3.6547332744399412E+000                 -3.6546878883734522E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       6                  9.9999999999399991E-001                  5.1953498112525032E-001                  3.7936074969289382E+000                 -7.6649887018480571E+000                  3.9336833260144917E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  3.3077675406728386E+000                  3.1722121372466369E-027                 -3.6530092025956633E+000                 -3.6529624754007113E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       7                  9.9999999999024980E-001                  5.1953400416001316E-001                  3.7938032011557836E+000                 -7.6636509703381863E+000                  3.9352184906409562E+000                  7.0000000000000007E-001                  2.8000000000000014E-001                  1.9999999999999796E-002                  3.3077600997073189E+000                  3.1819997688749908E-027                 -3.6504183071405660E+000                 -3.6503927076352531E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       8                  9.9999999998587497E-001                  5.1953286786437824E-001                  3.7940982193459876E+000                 -7.6616559816267094E+000                  3.9375111343958333E+000                  6.9999999999999996E-001                  2.8000000000000008E-001                  2.0000000000000018E-002                  3.3077514452375936E+000                  3.1966524138292200E-027                 -3.6473893704437712E+000                 -3.6472584034410369E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
                                       9                  9.9999999997806255E-001                  5.1953084804257299E-001                  3.7946134337862345E+000                 -7.6582361612673893E+000                  3.9414508661158059E+000                  6.9999999829393644E-001                  2.8000000170606376E-001                  1.9999999999999796E-002                  3.3077360615446434E+000                  3.2219271906952929E-027                 -3.6419653456612435E+000                 -3.6417456771178038E+000                  0.0000000000000000E+000                 -9.8999999999999986E+001 
