                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2                             time_seconds                           version_number                                 compiler                                    build                         MESA_SDK_version                                     date 
                                     600                                     1624                  1.0000000000000000E+000                  2.0000000000000000E-002                  2.4247789757036293E+005                  9.6529993758704552E+002                  3.4807179423888660E+003                  9.7340790876728147E+002                  8.5914923512602726E+001                  1.9246261298492758E+001                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.8009495638465116E-001                  5.3386306912753540E-005                  9.5787462392605133E-003                  4.0831264827779282E-003                  2.0994603028827185E-003                  1.0000000000000000E+000                  0.0000000000000000E+000                  4.1392769873477736E-001                  8.1352187524466970E-004                  5.6536474468179376E-001                  1.8682907306625525E-003                  5.4210011569564591E-003                  6.4149584751547048E-003                  2.0994600618979746E-003                  3.8974419342831113E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  9.9986644057469354E-001                  8.4726856291643273E+001                  9.9982658398072266E-001                  8.4412505390981153E+001                  7.9732702253168961E+006                  2.8068296832501761E+002                  1.0273185485686002E+007                  9.6566601087641982E+002                  9.6566599638622745E+002                  1.1123490181910119E-005                  6.5891651134064418E+001                  5.0000000000000000E+001                  1.0000000000000000E+003                  7.6521538593305029E+012                                    11701                               "gfortran"                                  "8.3.0"        "x86_64-osx-10.10-10.14-20190503"                               "20190725" 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10 
                                    zone                                     mass                                     logR                                     logT                                   logRho                                     logP                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                       engulfment_heating 
                                       1                  1.0000000000000000E+000                  1.9340686077921947E+000                  3.5416688321702083E+000                 -8.3366206270687115E+000                  3.0103585405163238E+000                  7.0000000000000007E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       2                  9.9999999999949996E-001                  1.9340686077572924E+000                  3.5416688331507289E+000                 -8.3366206202246786E+000                  3.0103585483590725E+000                  7.0000000000000018E-001                  2.8000000000000003E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       3                  9.9999999999774991E-001                  1.9340686076351374E+000                  3.5416688373179421E+000                 -8.3366205911375424E+000                  3.0103585816907494E+000                  7.0000000000000018E-001                  2.8000000000000008E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       4                  9.9999999998993749E-001                  1.9340686070897972E+000                  3.5416688468848312E+000                 -8.3366205243607077E+000                  3.0103586582119988E+000                  6.9999999820730818E-001                  2.8000000179269197E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       5                  9.9999999997579669E-001                  1.9340686061027301E+000                  3.5416688592094379E+000                 -8.3366204383350588E+000                  3.0103587567909518E+000                  6.9999999589786188E-001                  2.8000000410213827E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       6                  9.9999999996165623E-001                  1.9340686051156661E+000                  3.5416688781815058E+000                 -8.3366203059102624E+000                  3.0103589085398657E+000                  6.9999992712490433E-001                  2.8000007287509593E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       7                  9.9999999993226185E-001                  1.9340686030638241E+000                  3.5416689038010438E+000                 -8.3366201270863822E+000                  3.0103591134586862E+000                  6.9999985584745106E-001                  2.8000014415254920E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       8                  9.9999999990286725E-001                  1.9340686010119854E+000                  3.5416689422303671E+000                 -8.3366198588507547E+000                  3.0103594208367408E+000                  6.9999974893127104E-001                  2.8000025106872922E-001                  1.9999999999999796E-002                 -9.8999999999999986E+001 
                                       9                  9.9999999984407817E-001                  1.9340685969083089E+000                  3.5416690182780801E+000                 -8.3365717698928687E+000                  3.0103600291246977E+000                  6.9988621421789088E-001                  2.8011378522854424E-001                  2.0000000553564878E-002                 -9.8999999999999986E+001 
